volume (ml),Absorbance (mAU),volume (mL),Buffer B Concentration (%) 
63.236973,94.171844,,
63.240623,94.187935,,
63.244274,94.203621,,
63.247929,94.218529,,
63.251579,94.234367,,
63.25523,94.252556,,
63.258881,94.271355,,
63.262531,94.290253,,
63.266182,94.308052,,
63.269836,94.327042,,
63.273487,94.347084,,
63.277138,94.364014,,
63.280788,94.380508,,
63.284439,94.396576,,
63.28809,94.411339,,
63.291744,94.42614,,
63.295395,94.444443,,
63.299046,94.461067,,
63.302696,94.47625,,
63.306347,94.490005,,
63.309998,94.504326,,
63.313652,94.519936,,
63.317303,94.531853,,
63.320953,94.543083,,
63.324604,94.557274,,
63.328255,94.570656,,
63.331905,94.583389,,
63.33556,94.596069,,
63.339211,94.608498,,
63.342861,94.620514,,
63.346512,94.633415,,
63.350163,94.646683,,
63.353813,94.660278,,
63.357468,94.674225,,
63.361118,94.688416,,
63.364769,94.698677,,
63.36842,94.711128,,
63.37207,94.727432,,
63.375721,94.741226,,
63.379375,94.754395,,
63.383026,94.767868,,
63.386677,94.782028,,
63.390327,94.796692,,
63.393978,94.810432,,
63.397633,94.823677,,
63.401283,94.836113,,
63.404934,94.848221,,
63.408585,94.860153,,
63.412235,94.871735,,
63.415886,94.881531,,
63.41954,94.890175,,
63.423191,94.900513,,
63.426842,94.911491,,
63.430492,94.923386,,
63.434143,94.933624,,
63.437794,94.942802,,
63.441448,94.949265,,
63.445099,94.957695,,
63.44875,94.967438,,
63.4524,94.980499,,
63.456051,94.99324,,
63.459702,95.005531,,
63.463356,95.019653,,
63.467007,95.033478,,
63.470657,95.045059,,
63.474308,95.058014,,
63.477959,95.071754,,
63.481609,95.085037,,
63.485264,95.097412,,
63.488914,95.10862,,
63.492565,95.119904,,
63.496216,95.13118,,
63.499866,95.142365,,
63.503517,95.154037,,
63.507172,95.165955,,
63.510822,95.177345,,
63.514473,95.188217,,
63.518124,95.198471,,
63.521774,95.209297,,
63.525425,95.219765,,
63.529079,95.228981,,
63.53273,95.237633,,
63.536381,95.246231,,
63.540031,95.25737,,
63.543682,95.267616,,
63.547333,95.276932,,
63.550987,95.288246,,
63.554638,95.300217,,
63.558289,95.313164,,
63.561939,95.327591,,
63.56559,95.342476,,
63.569241,95.354683,,
63.572895,95.366539,,
63.576546,95.378021,,
63.580196,95.391647,,
63.583847,95.405533,,
63.587498,95.419426,,
63.591148,95.432266,,
63.594803,95.444382,,
63.598454,95.454094,,
63.602104,95.46389,,
63.605755,95.47377,,
63.609406,95.48349,,
63.613056,95.494102,,
63.616711,95.506775,,
63.620361,95.517754,,
63.624012,95.528061,,
63.627663,95.53846,,
63.631313,95.548409,,
63.634964,95.557938,,
63.638618,95.567535,,
63.642269,95.57724,,
63.64592,95.587173,,
63.64957,95.597252,,
63.653221,95.607613,,
63.656872,95.619804,,
63.660526,95.631592,,
63.664177,95.642944,,
63.667828,95.655167,,
63.671478,95.667885,,
63.675129,95.681511,,
63.67878,95.693962,,
63.682434,95.705734,,
63.686085,95.715813,,
63.689735,95.72657,,
63.693386,95.737938,,
63.697037,95.749489,,
63.700687,95.759796,,
63.704342,95.767639,,
63.707993,95.773743,,
63.711643,95.779747,,
63.715294,95.789337,,
63.718945,95.799126,,
63.722595,95.809082,,
63.72625,95.818314,,
63.7299,95.826988,,
63.733551,95.834717,,
63.737202,95.842827,,
63.740852,95.851089,,
63.744503,95.859482,,
63.748158,95.867897,,
63.751808,95.876305,,
63.755459,95.884781,,
63.759109,95.892746,,
63.76276,95.899834,,
63.766411,95.908546,,
63.770065,95.917961,,
63.773716,95.928299,,
63.777367,95.938385,,
63.781017,95.948288,,
63.784668,95.958176,,
63.788319,95.968178,,
63.791973,95.978378,,
63.795624,95.986847,,
63.799274,95.994324,,
63.802925,95.99958,,
63.806576,96.005188,,
63.810226,96.011032,,
63.813881,96.018517,,
63.817532,96.024963,,
63.821182,96.029716,,
63.824833,96.037483,,
63.828484,96.046234,,
63.832134,96.055626,,
63.835789,96.065704,,
63.839439,96.076233,,
63.84309,96.085312,,
63.846741,96.094055,,
63.850391,96.102303,,
63.854046,96.11145,,
63.857697,96.119873,,
63.861347,96.124878,,
63.864998,96.130241,,
63.868649,96.135826,,
63.872299,96.141792,,
63.875954,96.149208,,
63.879604,96.158737,,
63.883255,96.167816,,
63.886906,96.176811,,
63.890556,96.185837,,
63.894207,96.196152,,
63.897861,96.20723,,
63.901512,96.216896,,
63.905163,96.226494,,
63.908813,96.235992,,
63.912464,96.243423,,
63.916115,96.250412,,
63.919769,96.257347,,
63.92342,96.264198,,
63.927071,96.270958,,
63.930721,96.276421,,
63.934372,96.282135,,
63.938023,96.28817,,
63.941677,96.295921,,
63.945328,96.303993,,
63.948978,96.312035,,
63.952629,96.320091,,
63.95628,96.328087,,
63.95993,96.334999,,
63.963585,96.341507,,
63.967236,96.347527,,
63.970886,96.351822,,
63.974537,96.356178,,
63.978188,96.361496,,
63.981838,96.365173,,
63.985493,96.368042,,
63.989143,96.372192,,
63.992794,96.378212,,
63.996445,96.386452,,
64.000099,96.392784,,
64.003746,96.400124,,
64.007401,96.41114,,
64.011047,96.419746,,
64.014702,96.427185,,
64.018356,96.434433,,
64.022003,96.440063,,
64.025658,96.44397,,
64.029305,96.448738,,
64.032959,96.453346,,
64.036606,96.457199,,
64.04026,96.459976,,
64.043915,96.462303,,
64.047562,96.46537,,
64.051216,96.469353,,
64.054863,96.474297,,
64.058517,96.479805,,
64.062172,96.485329,,
64.065819,96.490723,,
64.069473,96.495705,,
64.07312,96.500496,,
64.076775,96.505394,,
64.080421,96.510201,,
64.084076,96.514938,,
64.08773,96.51796,,
64.091377,96.52137,,
64.095032,96.526192,,
64.098679,96.531235,,
64.102333,96.53643,,
64.105988,96.54213,,
64.109634,96.548935,,
64.113289,96.556831,,
64.116936,96.563499,,
64.12059,96.569931,,
64.124237,96.576057,,
64.127892,96.58284,,
64.131546,96.589729,,
64.135193,96.595673,,
64.138847,96.600845,,
64.142494,96.605331,,
64.146149,96.611374,,
64.149803,96.616524,,
64.15345,96.619606,,
64.157104,96.624229,,
64.160751,96.629143,,
64.164406,96.632423,,
64.168053,96.636757,,
64.171707,96.641998,,
64.175362,96.646294,,
64.179008,96.651123,,
64.182663,96.657066,,
64.18631,96.661926,,
64.189964,96.666306,,
64.193619,96.669899,,
64.197266,96.673477,,
64.20092,96.677055,,
64.204567,96.679848,,
64.208221,96.682907,,
64.211868,96.686523,,
64.215523,96.690186,,
64.219177,96.694443,,
64.222824,96.70163,,
64.226479,96.707642,,
64.230125,96.712746,,
64.23378,96.717445,,
64.237434,96.722252,,
64.241081,96.727249,,
64.244736,96.732216,,
64.248383,96.736626,,
64.252037,96.738449,,
64.255684,96.740738,,
64.259338,96.743385,,
64.262993,96.747177,,
64.26664,96.750191,,
64.270294,96.751961,,
64.273941,96.754311,,
64.277596,96.756882,,
64.28125,96.759682,,
64.284897,96.763321,,
64.288551,96.767525,,
64.292198,96.773453,,
64.295853,96.777863,,
64.299507,96.780136,,
64.303154,96.78228,,
64.306808,96.784615,,
64.310455,96.787758,,
64.31411,96.789925,,
64.317757,96.791496,,
64.321411,96.794487,,
64.325066,96.797539,,
64.328712,96.800674,,
64.332367,96.804268,,
64.336014,96.808128,,
64.339668,96.812561,,
64.343323,96.817436,,
64.34697,96.822571,,
64.350624,96.828049,,
64.354271,96.832367,,
64.357925,96.835289,,
64.361572,96.838142,,
64.365227,96.841232,,
64.368881,96.845047,,
64.372528,96.84977,,
64.376183,96.854897,,
64.379829,96.857994,,
64.383484,96.86042,,
64.387138,96.862022,,
64.390785,96.865448,,
64.39444,96.868668,,
64.398087,96.870346,,
64.401741,96.870522,,
64.405388,96.870003,,
64.409042,96.870567,,
64.412697,96.871826,,
64.416344,96.873932,,
64.419998,96.875221,,
64.423645,96.876022,,
64.427299,96.875832,,
64.430954,96.875801,,
64.434601,96.875832,,
64.438255,96.875542,,
64.441902,96.877884,,
64.445557,96.883255,,
64.449203,96.88736,,
64.452858,96.891586,,
64.456512,96.89653,,
64.460159,96.901329,,
64.463814,96.905853,,
64.467461,96.908936,,
64.471115,96.911598,,
64.47477,96.913902,,
64.478416,96.91478,,
64.482071,96.915855,,
64.485718,96.917397,,
64.489372,96.920914,,
64.493019,96.924698,,
64.496674,96.926926,,
64.500328,96.929153,,
64.503975,96.931374,,
64.507629,96.931473,,
64.511276,96.929398,,
64.514931,96.924026,,
64.518585,96.917572,,
64.522232,96.911438,,
64.525887,96.90786,,
64.529533,96.905045,,
64.533188,96.902756,,
64.536835,96.899269,,
64.540489,96.897598,,
64.544144,96.898743,,
64.547791,96.902145,,
64.551445,96.906158,,
64.555092,96.910347,,
64.558746,96.914001,,
64.562401,96.91729,,
64.566048,96.920189,,
64.569702,96.923302,,
64.573349,96.926689,,
64.577003,96.929169,,
64.58065,96.930832,,
64.584305,96.930382,,
64.587959,96.929276,,
64.591606,96.927795,,
64.595261,96.926773,,
64.598907,96.927139,,
64.602562,96.929329,,
64.606216,96.931419,,
64.609863,96.933456,,
64.613518,96.935417,,
64.617165,96.936188,,
64.620819,96.936378,,
64.624466,96.937332,,
64.62812,96.937851,,
64.631775,96.937843,,
64.635422,96.934975,,
64.639076,96.931801,,
64.642723,96.929321,,
64.646378,96.928482,,
64.650032,96.928703,,
64.653679,96.931557,,
64.657333,96.93515,,
64.66098,96.93959,,
64.664635,96.947296,,
64.668282,96.955276,,
64.671936,96.962692,,
64.675591,96.969109,,
64.679237,96.974915,,
64.682892,96.979301,,
64.686539,96.984047,,
64.690193,96.989204,,
64.693848,96.989449,,
64.697495,96.989273,,
64.701149,96.989685,,
64.704796,96.989769,,
64.70845,96.989922,,
64.712097,96.992134,,
64.715752,96.994217,,
64.719406,96.996147,,
64.723053,96.996559,,
64.726707,96.996628,,
64.730354,96.996277,,
64.734009,96.994514,,
64.737663,96.992294,,
64.74131,96.991058,,
64.744965,96.989258,,
64.748611,96.9869,,
64.752266,96.985336,,
64.75592,96.983688,,
64.759567,96.981674,,
64.763222,96.981964,,
64.766869,96.983307,,
64.770523,96.98571,,
64.77417,96.987877,,
64.777824,96.98983,,
64.781479,96.991531,,
64.785126,96.994125,,
64.78878,96.998512,,
64.792427,97.000771,,
64.796082,97.002174,,
64.799736,97.002876,,
64.803383,97.003571,,
64.807037,97.004265,,
64.810684,97.003113,,
64.814339,97.002335,,
64.817986,97.002457,,
64.82164,97.002274,,
64.825294,97.002037,,
64.828941,97.002037,,
64.832596,97.000336,,
64.836243,96.99733,,
64.839897,96.997627,,
64.843552,96.99688,,
64.847198,96.994232,,
64.850853,96.992172,,
64.8545,96.990356,,
64.858154,96.988792,,
64.861801,96.986,,
64.865456,96.982239,,
64.86911,96.980675,,
64.872757,96.979713,,
64.876411,96.97963,,
64.880058,96.980995,,
64.883713,96.982918,,
64.887367,96.985466,,
64.891014,96.98716,,
64.894669,96.988281,,
64.898315,96.990715,,
64.90197,96.992554,,
64.905617,96.993423,,
64.909271,96.993813,,
64.912926,96.993584,,
64.916573,96.991425,,
64.920227,96.990356,,
64.923874,96.990021,,
64.927528,96.988991,,
64.931183,96.987701,,
64.93483,96.986046,,
64.938484,96.983887,,
64.942131,96.981491,,
64.945786,96.978584,,
64.949432,96.975334,,
64.953087,96.97184,,
64.956741,96.967361,,
64.960388,96.962776,,
64.964043,96.958038,,
64.96769,96.953308,,
64.971344,96.94873,,
64.974998,96.944717,,
64.978645,96.942139,,
64.9823,96.940399,,
64.985947,96.938927,,
64.989601,96.938095,,
64.993248,96.938057,,
64.996902,96.93795,,
65.000557,96.937172,,
65.004204,96.934456,,
65.007858,96.933556,,
65.011505,96.933502,,
65.01516,96.931572,,
65.018814,96.929512,,
65.022461,96.927315,,
65.026115,96.924736,,
65.029762,96.92247,,
65.033417,96.921188,,
65.037064,96.919769,,
65.040718,96.918007,,
65.044373,96.913132,,
65.048019,96.910728,,
65.051674,96.910912,,
65.055321,96.906731,,
65.058975,96.902237,,
65.06263,96.898315,,
65.066277,96.893654,,
65.069931,96.888664,,
65.073578,96.883972,,
65.077232,96.879417,,
65.080879,96.875023,,
65.084534,96.871346,,
65.088188,96.867981,,
65.091835,96.86515,,
65.09549,96.863991,,
65.099136,96.863579,,
65.102791,96.863518,,
65.106445,96.863068,,
65.110092,96.862251,,
65.113747,96.861626,,
65.117393,96.860474,,
65.121048,96.858192,,
65.124695,96.855598,,
65.128349,96.852966,,
65.132004,96.851082,,
65.135651,96.848427,,
65.139305,96.845062,,
65.142952,96.84259,,
65.146606,96.839577,,
65.150261,96.835373,,
65.153908,96.83242,,
65.157562,96.829979,,
65.161209,96.827965,,
65.164864,96.825775,,
65.16851,96.823433,,
65.172165,96.81958,,
65.175819,96.815689,,
65.179466,96.811913,,
65.183121,96.807228,,
65.186768,96.802254,,
65.190422,96.797539,,
65.194077,96.791435,,
65.197723,96.784164,,
65.201378,96.78064,,
65.205025,96.777809,,
65.208679,96.775856,,
65.212334,96.773445,,
65.215981,96.770958,,
65.219635,96.768829,,
65.223282,96.765663,,
65.226936,96.761696,,
65.230583,96.757378,,
65.234238,96.753914,,
65.237892,96.752022,,
65.241539,96.749725,,
65.245193,96.747154,,
65.24884,96.743858,,
65.252495,96.740921,,
65.256149,96.738274,,
65.259796,96.736122,,
65.263451,96.734543,,
65.267097,96.733841,,
65.270752,96.731819,,
65.274399,96.729271,,
65.278053,96.72596,,
65.281708,96.722527,,
65.285355,96.719025,,
65.289009,96.713875,,
65.292656,96.708824,,
65.29631,96.703903,,
65.299965,96.697388,,
65.303612,96.69072,,
65.307266,96.68486,,
65.310913,96.679497,,
65.314568,96.674469,,
65.318214,96.67083,,
65.321869,96.666245,,
65.325523,96.660362,,
65.32917,96.655968,,
65.332825,96.651703,,
65.336472,96.646965,,
65.340126,96.642212,,
65.343781,96.637444,,
65.347427,96.632019,,
65.351082,96.626564,,
65.354729,96.621094,,
65.358383,96.615562,,
65.36203,96.610077,,
65.365685,96.604675,,
65.369339,96.600693,,
65.372986,96.597603,,
65.37664,96.596718,,
65.380287,96.593254,,
65.383942,96.5867,,
65.387596,96.580574,,
65.391243,96.574203,,
65.394897,96.566994,,
65.398544,96.559662,,
65.402199,96.552208,,
65.405846,96.54406,,
65.4095,96.5354,,
65.413155,96.526169,,
65.416801,96.518394,,
65.420456,96.511238,,
65.424103,96.505203,,
65.427757,96.500656,,
65.431412,96.496666,,
65.435059,96.490982,,
65.438713,96.486328,,
65.44236,96.482765,,
65.446014,96.478859,,
65.449661,96.474304,,
65.453316,96.46817,,
65.45697,96.461884,,
65.460617,96.455711,,
65.464272,96.451202,,
65.467918,96.446487,,
65.471573,96.441559,,
65.475227,96.437096,,
65.478874,96.433388,,
65.482529,96.431213,,
65.486176,96.428734,,
65.48983,96.426056,,
65.493477,96.422829,,
65.497131,96.418762,,
65.500786,96.41394,,
65.504433,96.41008,,
65.508087,96.405685,,
65.511734,96.399994,,
65.515388,96.393204,,
65.519043,96.386002,,
65.52269,96.378944,,
65.526344,96.373695,,
65.529991,96.370079,,
65.533646,96.363815,,
65.537292,96.358238,,
65.540947,96.354347,,
65.544601,96.35022,,
65.548248,96.345917,,
65.551903,96.341042,,
65.55555,96.337631,,
65.559204,96.335396,,
65.562859,96.330467,,
65.566505,96.325432,,
65.57016,96.320465,,
65.573807,96.314468,,
65.577461,96.308235,,
65.581108,96.302597,,
65.584763,96.298248,,
65.588417,96.294922,,
65.592064,96.29142,,
65.595718,96.288574,,
65.599365,96.286835,,
65.60302,96.28437,,
65.606674,96.281059,,
65.610321,96.274948,,
65.613976,96.268806,,
65.617622,96.262672,,
65.621277,96.256149,,
65.624924,96.24881,,
65.628578,96.240074,,
65.632233,96.231895,,
65.63588,96.224144,,
65.639534,96.217438,,
65.643181,96.211273,,
65.646835,96.205452,,
65.65049,96.19809,,
65.654137,96.190735,,
65.657791,96.183342,,
65.661438,96.177612,,
65.665092,96.172035,,
65.668747,96.165604,,
65.672394,96.160492,,
65.676048,96.156204,,
65.679695,96.151581,,
65.68335,96.146965,,
65.686996,96.142403,,
65.690651,96.135956,,
65.694305,96.129524,,
65.697952,96.124565,,
65.701607,96.119743,,
65.705254,96.115051,,
65.708908,96.111488,,
65.712563,96.107025,,
65.716209,96.10144,,
65.719864,96.095329,,
65.723511,96.089241,,
65.727165,96.083488,,
65.730812,96.076836,,
65.734467,96.069664,,
65.738121,96.063126,,
65.741768,96.056488,,
65.745422,96.049713,,
65.749069,96.041344,,
65.752724,96.032997,,
65.756378,96.025551,,
65.760025,96.018547,,
65.76368,96.011772,,
65.767326,96.00544,,
65.770981,95.999763,,
65.774628,95.99485,,
65.778282,95.989258,,
65.781937,95.983627,,
65.785583,95.978172,,
65.789238,95.972565,,
65.792885,95.966873,,
65.796539,95.96077,,
65.800194,95.955696,,
65.803841,95.951736,,
65.807495,95.946899,,
65.811142,95.94249,,
65.814796,95.939362,,
65.818443,95.93248,,
65.822098,95.924141,,
65.825752,95.917336,,
65.829399,95.910889,,
65.833054,95.904762,,
65.8367,95.89782,,
65.840355,95.890709,,
65.844009,95.883476,,
65.847656,95.874054,,
65.851311,95.863838,,
65.854958,95.854904,,
65.858612,95.847305,,
65.862259,95.841003,,
65.865913,95.833641,,
65.869568,95.826286,,
65.873215,95.819168,,
65.876869,95.811424,,
65.880516,95.803505,,
65.884171,95.795792,,
65.887825,95.788292,,
65.891472,95.781006,,
65.895126,95.775749,,
65.898773,95.771271,,
65.902428,95.768013,,
65.906075,95.763885,,
65.909729,95.759285,,
65.913383,95.753777,,
65.91703,95.74733,,
65.920685,95.740089,,
65.924332,95.734016,,
65.927986,95.727402,,
65.931641,95.719711,,
65.935287,95.713387,,
65.938942,95.707489,,
65.942589,95.701546,,
65.946243,95.695427,,
65.94989,95.689194,,
65.953545,95.681122,,
65.957199,95.672295,,
65.960846,95.662315,,
65.9645,95.655037,,
65.968147,95.648483,,
65.971802,95.641006,,
65.975456,95.632713,,
65.979103,95.623787,,
65.982758,95.616508,,
65.986404,95.609566,,
65.990059,95.60305,,
65.993706,95.597656,,
65.99736,95.592476,,
66.001015,95.586937,,
66.004662,95.580193,,
66.008316,95.572563,,
66.011963,95.565781,,
66.015617,95.559303,,
66.019272,95.553299,,
66.022919,95.545853,,
66.026573,95.538086,,
66.03022,95.530701,,
66.033875,95.523399,,
66.037521,95.51619,,
66.041176,95.509186,,
66.04483,95.50106,,
66.048477,95.491371,,
66.052132,95.482033,,
66.055779,95.472923,,
66.059433,95.46431,,
66.063087,95.455368,,
66.066734,95.446251,,
66.070389,95.437019,,
66.074036,95.428879,,
66.07769,95.422195,,
66.081345,95.413895,,
66.084991,95.405853,,
66.088646,95.399681,,
66.092293,95.39212,,
66.095947,95.383842,,
66.099594,95.377487,,
66.103249,95.370094,,
66.106903,95.36145,,
66.11055,95.354355,,
66.114204,95.347443,,
66.117851,95.34034,,
66.121506,95.333443,,
66.12516,95.326698,,
66.128807,95.320549,,
66.132462,95.315414,,
66.136108,95.311501,,
66.139763,95.304222,,
66.14341,95.296707,,
66.147064,95.289932,,
66.150719,95.281921,,
66.154366,95.273438,,
66.15802,95.265999,,
66.161667,95.258163,,
66.165321,95.249878,,
66.168976,95.242966,,
66.172623,95.235771,,
66.176277,95.227249,,
66.179924,95.219131,,
66.183578,95.211151,,
66.187225,95.20298,,
66.19088,95.195183,,
66.194534,95.18779,,
66.198181,95.180855,,
66.201836,95.173592,,
66.205482,95.165482,,
66.209137,95.159103,,
66.212791,95.153275,,
66.216438,95.145805,,
66.220093,95.137657,,
66.22374,95.12886,,
66.227394,95.121269,,
66.231041,95.11322,,
66.234695,95.103836,,
66.23835,95.095711,,
66.241997,95.087982,,
66.245651,95.079308,,
66.249298,95.07148,,
66.252953,95.064392,,
66.256607,95.05658,,
66.260254,95.048248,,
66.263908,95.038925,,
66.267555,95.030296,,
66.27121,95.021942,,
66.274857,95.013908,,
66.278511,95.003731,,
66.282166,94.991669,,
66.285812,94.98214,,
66.289467,94.972481,,
66.293114,94.962265,,
66.296768,94.954193,,
66.300423,94.946907,,
66.30407,94.939804,,
66.307724,94.932533,,
66.311371,94.92514,,
66.315025,94.915756,,
66.318672,94.907425,,
66.322327,94.901184,,
66.325981,94.893364,,
66.329628,94.885132,,
66.333282,94.877365,,
66.336929,94.870064,,
66.340584,94.863129,,
66.344238,94.855423,,
66.347885,94.847458,,
66.35154,94.839058,,
66.355186,94.831886,,
66.358841,94.824883,,
66.362488,94.816925,,
66.366142,94.809494,,
66.369797,94.802475,,
66.373444,94.794441,,
66.377098,94.786461,,
66.380745,94.778648,,
66.384399,94.770439,,
66.388054,94.761993,,
66.391701,94.752907,,
66.395355,94.744247,,
66.399002,94.735954,,
66.402657,94.727295,,
66.406303,94.718712,,
66.409958,94.710213,,
66.413612,94.701767,,
66.417259,94.693321,,
66.420914,94.6847,,
66.424561,94.675621,,
66.428215,94.666229,,
66.43187,94.659554,,
66.435516,94.653099,,
66.439171,94.646927,,
66.442818,94.639015,,
66.446472,94.630676,,
66.450119,94.622467,,
66.453773,94.614235,,
66.457428,94.606049,,
66.461075,94.600304,,
66.464729,94.593208,,
66.468376,94.584274,,
66.472031,94.577347,,
66.475685,94.570503,,
66.479332,94.562538,,
66.482986,94.553192,,
66.486633,94.543144,,
66.490288,94.534569,,
66.493935,94.526817,,
66.497589,94.52005,,
66.501244,94.509979,,
66.50489,94.499512,,
66.508545,94.489838,,
66.512192,94.48024,,
66.515846,94.47068,,
66.519501,94.46183,,
66.523148,94.452782,,
66.526802,94.443436,,
66.530449,94.434471,,
66.534103,94.425339,,
66.537758,94.415604,,
66.541405,94.406151,,
66.545059,94.396759,,
66.548706,94.386696,,
66.552361,94.377914,,
66.556007,94.370651,,
66.559662,94.363708,,
66.563316,94.35627,,
66.566963,94.347374,,
66.570618,94.339767,,
66.574265,94.332703,,
66.577919,94.324409,,
66.581573,94.315056,,
66.58522,94.304611,,
66.588875,94.295372,,
66.592522,94.285896,,
66.596176,94.275482,,
66.599823,94.265739,,
66.603477,94.256157,,
66.607132,94.245743,,
66.610779,94.23555,,
66.614433,94.225525,,
66.61808,94.212067,,
66.621735,94.199448,,
66.625389,94.189758,,
66.629036,94.18058,,
66.63269,94.171371,,
66.636337,94.160522,,
66.639992,94.149628,,
66.643639,94.138725,,
66.647293,94.12825,,
66.650948,94.118828,,
66.654594,94.111496,,
66.658249,94.102547,,
66.661896,94.092957,,
66.66555,94.082878,,
66.669205,94.073593,,
66.672852,94.06501,,
66.676506,94.05571,,
66.680153,94.046585,,
66.683807,94.037865,,
66.687454,94.030182,,
66.691109,94.022598,,
66.694763,94.013542,,
66.69841,94.004311,,
66.702065,93.994888,,
66.705711,93.984428,,
66.709366,93.974121,,
66.71302,93.964233,,
66.716667,93.953156,,
66.720322,93.941666,,
66.723969,93.930183,,
66.727623,93.919403,,
66.73127,93.909248,,
66.734924,93.899857,,
66.738579,93.890541,,
66.742226,93.88131,,
66.74588,93.871529,,
66.749527,93.861794,,
66.753181,93.853081,,
66.756836,93.843964,,
66.760483,93.834564,,
66.764137,93.826561,,
66.767784,93.818001,,
66.771439,93.808449,,
66.775085,93.800858,,
66.77874,93.793747,,
66.782394,93.786469,,
66.786041,93.778748,,
66.789696,93.770668,,
66.793343,93.762848,,
66.796997,93.754196,,
66.800652,93.744286,,
66.804298,93.735252,,
66.807953,93.726677,,
66.8116,93.71907,,
66.815254,93.710106,,
66.818901,93.70031,,
66.822556,93.689659,,
66.82621,93.67971,,
66.829857,93.670746,,
66.833511,93.658493,,
66.837158,93.646164,,
66.840813,93.636223,,
66.844467,93.625702,,
66.848114,93.614838,,
66.851768,93.603447,,
66.855415,93.592758,,
66.85907,93.582962,,
66.862717,93.573738,,
66.866371,93.564377,,
66.870026,93.554283,,
66.873672,93.544533,,
66.877327,93.534912,,
66.880974,93.524918,,
66.884628,93.514641,,
66.888283,93.504051,,
66.89193,93.494644,,
66.895584,93.485092,,
66.899231,93.474556,,
66.902885,93.464279,,
66.906532,93.454155,,
66.910187,93.443802,,
66.913841,93.433556,,
66.917488,93.423454,,
66.921143,93.412987,,
66.924789,93.402466,,
66.928444,93.391876,,
66.932098,93.379944,,
66.935745,93.367584,,
66.9394,93.357056,,
66.943047,93.345695,,
66.946701,93.333366,,
66.950348,93.322861,,
66.954002,93.312111,,
66.957657,93.300117,,
66.961304,93.288956,,
66.964958,93.278282,,
66.968605,93.269012,,
66.97226,93.259186,,
66.975914,93.248817,,
66.979561,93.238487,,
66.983215,93.22831,,
66.986862,93.218544,,
66.990517,93.209549,,
66.994171,93.200867,,
66.997818,93.192184,,
67.001472,93.18251,,
67.005119,93.17189,,
67.008774,93.161438,,
67.012421,93.150993,,
67.016075,93.140472,,
67.01973,93.129562,,
67.023376,93.118675,,
67.027031,93.108795,,
67.030678,93.099998,,
67.034332,93.09214,,
67.037987,93.082161,,
67.041634,93.071922,,
67.045288,93.061409,,
67.048935,93.050758,,
67.052589,93.040123,,
67.056236,93.03009,,
67.059891,93.019028,,
67.063545,93.007065,,
67.067192,92.993683,,
67.070847,92.980888,,
67.074493,92.969513,,
67.078148,92.95903,,
67.081802,92.948639,,
67.085449,92.937149,,
67.089104,92.92688,,
67.092751,92.917595,,
67.096405,92.906517,,
67.100052,92.896141,,
67.103706,92.887047,,
67.107361,92.877678,,
67.111008,92.868134,,
67.114662,92.857979,,
67.118309,92.847183,,
67.121964,92.835854,,
67.125618,92.825233,,
67.129265,92.814613,,
67.132919,92.803917,,
67.136566,92.793297,,
67.140221,92.782822,,
67.143867,92.773033,,
67.147522,92.764198,,
67.151176,92.756035,,
67.154823,92.745598,,
67.158478,92.734894,,
67.162125,92.723877,,
67.165779,92.713181,,
67.169434,92.702385,,
67.17308,92.690796,,
67.176735,92.678993,,
67.180382,92.667076,,
67.184036,92.655457,,
67.187683,92.643921,,
67.191338,92.632454,,
67.194992,92.620743,,
67.198639,92.609001,,
67.202293,92.597237,,
67.20594,92.585899,,
67.209595,92.574799,,
67.213249,92.563858,,
67.216896,92.552826,,
67.220551,92.541634,,
67.224197,92.532394,,
67.227852,92.523323,,
67.231499,92.513298,,
67.235153,92.503769,,
67.238808,92.494476,,
67.242455,92.482559,,
67.246109,92.470505,,
67.249756,92.458336,,
67.25341,92.446869,,
67.257065,92.436096,,
67.260712,92.42704,,
67.264366,92.418129,,
67.268013,92.409386,,
67.271667,92.401718,,
67.275314,92.391884,,
67.278969,92.379402,,
67.282623,92.367584,,
67.28627,92.356003,,
67.289925,92.344643,,
67.293571,92.332565,,
67.297226,92.320198,,
67.30088,92.310928,,
67.304527,92.301094,,
67.308182,92.290535,,
67.311829,92.280571,,
67.315483,92.270164,,
67.31913,92.258316,,
67.322784,92.246834,,
67.326439,92.235588,,
67.330086,92.225075,,
67.33374,92.214973,,
67.337387,92.205406,,
67.341042,92.19574,,
67.344696,92.185982,,
67.348343,92.176041,,
67.351997,92.165733,,
67.355644,92.155502,,
67.359299,92.14769,,
67.362946,92.13884,,
67.3666,92.128853,,
67.370255,92.118164,,
67.373901,92.10759,,
67.377556,92.09742,,
67.381203,92.086189,,
67.384857,92.074654,,
67.388512,92.064552,,
67.392159,92.053749,,
67.395813,92.042191,,
67.39946,92.031219,,
67.403114,92.019638,,
67.406761,92.006569,,
67.410416,91.993393,,
67.41407,91.980164,,
67.417717,91.966766,,
67.421371,91.955009,,
67.425018,91.944839,,
67.428673,91.932953,,
67.432327,91.921257,,
67.435974,91.910263,,
67.439629,91.900986,,
67.443275,91.891968,,
67.44693,91.88028,,
67.450584,91.869072,,
67.454231,91.858315,,
67.457886,91.848099,,
67.461533,91.838577,,
67.465187,91.830254,,
67.468834,91.82029,,
67.472488,91.809898,,
67.476143,91.800407,,
67.47979,91.791039,,
