volume (ml),Absorbance (mAU),volume (mL),Buffer B Concentration (%) 
13.228683,746.76239,132.260101,66.109093
13.232334,746.200317,132.2966,66.143875
13.235985,745.636536,132.333099,66.178642
13.239636,745.081299,132.369614,66.213425
13.243288,744.537415,132.406113,66.248192
13.246939,743.998108,132.442627,66.282967
13.25059,743.465393,132.479126,66.317719
13.254242,742.938599,132.51564,66.352455
13.257893,742.433533,132.552139,66.387245
13.261544,741.934875,132.588638,66.42205
13.265196,741.444946,132.625153,66.456802
13.268847,740.964844,132.661652,66.491562
13.272498,740.484619,132.698166,66.526352
13.27615,739.993164,132.734665,66.561157
13.2798,739.497437,132.771179,66.595955
13.283452,738.993591,132.807678,66.630707
13.287104,738.506714,132.844193,66.665489
13.290755,738.041199,132.880692,66.700264
13.294406,737.581665,132.917191,66.735039
13.298058,737.116028,132.953705,66.769821
13.301709,736.634705,132.990204,66.804596
13.30536,736.132324,133.026718,66.839378
13.309011,735.616516,133.063217,66.874146
13.312663,735.092041,133.099731,66.908928
13.316314,734.556763,133.13623,66.943665
13.319965,734.020752,133.172729,66.978416
13.323617,733.482056,133.209244,67.013252
13.327268,732.960876,133.245743,67.048019
13.330919,732.439087,133.282257,67.082779
13.334571,731.908569,,
13.338222,731.36969,,
13.341873,730.833557,,
13.345525,730.296387,,
13.349175,729.772766,,
13.352827,729.253052,,
13.356479,728.730957,,
13.360129,728.228149,,
13.363781,727.724487,,
13.367433,727.230713,,
13.371083,726.738953,,
13.374735,726.253052,,
13.378386,725.776428,,
13.382037,725.304016,,
13.385689,724.833313,,
13.38934,724.358765,,
13.392991,723.895996,,
13.396643,723.449646,,
13.400294,723.007446,,
13.403945,722.563599,,
13.407597,722.106384,,
13.411248,721.621338,,
13.414899,721.118835,,
13.41855,720.61377,,
13.422202,720.09082,,
13.425853,719.574097,,
13.429504,719.05603,,
13.433156,718.557007,,
13.436807,718.062378,,
13.440458,717.560242,,
13.44411,717.037109,,
13.447761,716.513611,,
13.451412,715.997925,,
13.455064,715.483398,,
13.458714,714.974915,,
13.462366,714.480896,,
13.466018,713.998413,,
13.469668,713.518127,,
13.47332,713.044495,,
13.476972,712.576538,,
13.480622,712.124512,,
13.484274,711.671814,,
13.487926,711.233093,,
13.491576,710.797974,,
13.495228,710.354309,,
13.498879,709.905334,,
13.50253,709.481873,,
13.506182,709.058105,,
13.509833,708.629211,,
13.513485,708.193542,,
13.517136,707.741699,,
13.520787,707.280212,,
13.524439,706.806641,,
13.52809,706.313354,,
13.531741,705.816589,,
13.535393,705.334473,,
13.539043,704.875183,,
13.542695,704.408813,,
13.546347,703.947632,,
13.549997,703.459839,,
13.553649,702.97345,,
13.557301,702.495667,,
13.560951,702.025513,,
13.564603,701.554016,,
13.568254,701.087158,,
13.571905,700.634277,,
13.575557,700.194763,,
13.579208,699.751404,,
13.582859,699.310425,,
13.586511,698.867126,,
13.590162,698.433228,,
13.593813,698.008606,,
13.597465,697.590576,,
13.601116,697.165405,,
13.604767,696.737976,,
13.608418,696.332275,,
13.61207,695.927856,,
13.615721,695.515686,,
13.619372,695.09259,,
13.623024,694.651672,,
13.626675,694.207886,,
13.630326,693.750916,,
13.633978,693.288025,,
13.637629,692.805664,,
13.64128,692.33905,,
13.644932,691.882996,,
13.648582,691.44574,,
13.652234,691.007263,,
13.655886,690.549805,,
13.659536,690.068787,,
13.663188,689.592651,,
13.66684,689.128479,,
13.67049,688.663025,,
13.674142,688.211609,,
13.677794,687.764221,,
13.681444,687.329468,,
13.685096,686.89624,,
13.688747,686.462952,,
13.692398,686.037354,,
13.69605,685.615601,,
13.699701,685.202942,,
13.703352,684.792664,,
13.707004,684.389038,,
13.710655,683.977844,,
13.714306,683.575439,,
13.717957,683.193726,,
13.721609,682.816772,,
13.72526,682.43103,,
13.728911,682.028442,,
13.732563,681.608643,,
13.736215,681.180847,,
13.739865,680.74884,,
13.743517,680.30835,,
13.747169,679.88208,,
13.750819,679.46051,,
13.754471,679.053955,,
13.758122,678.646729,,
13.761773,678.232178,,
13.765425,677.788147,,
13.769076,677.339111,,
13.772727,676.896423,,
13.776379,676.462891,,
13.78003,676.034851,,
13.783681,675.621521,,
13.787333,675.220764,,
13.790984,674.821289,,
13.794635,674.427551,,
13.798286,674.03302,,
13.801938,673.644653,,
13.805589,673.259705,,
13.80924,672.874023,,
13.812892,672.484558,,
13.816543,672.099365,,
13.820194,671.719666,,
13.823846,671.358826,,
13.827497,671.014343,,
13.831148,670.664124,,
13.8348,670.294067,,
13.83845,669.907654,,
13.842102,669.514771,,
13.845754,669.101685,,
13.849404,668.669434,,
13.853056,668.238037,,
13.856708,667.812805,,
13.860358,667.395935,,
13.86401,666.984558,,
13.867661,666.565491,,
13.871312,666.127502,,
13.874964,665.685303,,
13.878615,665.251831,,
13.882266,664.812988,,
13.885918,664.373108,,
13.889569,663.932007,,
13.89322,663.50238,,
13.896872,663.092163,,
13.900523,662.690735,,
13.904174,662.296448,,
13.907825,661.909119,,
13.911477,661.526245,,
13.915128,661.158936,,
13.918779,660.796082,,
13.922431,660.430176,,
13.926082,660.058472,,
13.929733,659.707092,,
13.933385,659.364441,,
13.937036,659.020691,,
13.940687,658.660034,,
13.944339,658.282532,,
13.947989,657.90094,,
13.951641,657.51593,,
13.955293,657.123291,,
13.958944,656.717041,,
13.962595,656.317505,,
13.966247,655.917236,,
13.969898,655.519043,,
13.973549,655.123901,,
13.977201,654.71228,,
13.980852,654.285339,,
13.984503,653.867249,,
13.988154,653.456482,,
13.991806,653.046936,,
13.995457,652.641357,,
13.999108,652.244324,,
14.00276,651.857849,,
14.006411,651.485657,,
14.010062,651.116638,,
14.013714,650.750427,,
14.017365,650.389771,,
14.021016,650.028015,,
14.024668,649.668396,,
14.028318,649.305969,,
14.03197,648.948303,,
14.035622,648.594971,,
14.039272,648.257813,,
14.042924,647.913208,,
14.046576,647.561279,,
14.050226,647.199158,,
14.053878,646.823853,,
14.057529,646.446777,,
14.06118,646.058167,,
14.064832,645.663513,,
14.068483,645.269104,,
14.072134,644.880066,,
14.075786,644.497437,,
14.079437,644.108887,,
14.083088,643.717163,,
14.08674,643.311279,,
14.090391,642.916138,,
14.094042,642.523193,,
14.097693,642.132813,,
14.101345,641.743164,,
14.104996,641.355957,,
14.108647,640.981384,,
14.112299,640.606384,,
14.11595,640.244263,,
14.119601,639.879639,,
14.123253,639.5224,,
14.126904,639.173645,,
14.130555,638.829834,,
14.134207,638.478455,,
14.137857,638.130127,,
14.141509,637.789429,,
14.145161,637.464355,,
14.148811,637.135498,,
14.152463,636.796204,,
14.156115,636.448608,,
14.159765,636.085693,,
14.163417,635.720032,,
14.167068,635.355042,,
14.170719,634.989563,,
14.174371,634.625854,,
14.178022,634.268188,,
14.181674,633.923645,,
14.185325,633.579163,,
14.188976,633.227478,,
14.192628,632.857361,,
14.196279,632.494324,,
14.19993,632.139221,,
14.203582,631.786194,,
14.207232,631.437439,,
14.210884,631.092102,,
14.214536,630.752808,,
14.218186,630.412842,,
14.221838,630.073547,,
14.22549,629.733337,,
14.22914,629.403564,,
14.232792,629.075378,,
14.236444,628.745605,,
14.240094,628.412354,,
14.243746,628.076965,,
14.247397,627.742676,,
14.251048,627.420349,,
14.2547,627.092712,,
14.258351,626.759583,,
14.262002,626.411316,,
14.265654,626.050049,,
14.269305,625.685974,,
14.272956,625.32782,,
14.276608,624.964905,,
14.280259,624.600464,,
14.28391,624.251404,,
14.287561,623.906982,,
14.291213,623.559875,,
14.294864,623.202759,,
14.298515,622.840637,,
14.302167,622.470581,,
14.305818,622.107849,,
14.309469,621.753235,,
14.313121,621.397217,,
14.316772,621.049255,,
14.320423,620.707825,,
14.324075,620.378174,,
14.327725,620.048828,,
14.331377,619.724304,,
14.335029,619.385071,,
14.338679,619.042114,,
14.342331,618.711548,,
14.345983,618.380554,,
14.349633,618.060303,,
14.353285,617.744812,,
14.356936,617.438904,,
14.360587,617.138916,,
14.364239,616.831299,,
14.36789,616.510193,,
14.371541,616.174438,,
14.375193,615.833679,,
14.378844,615.494873,,
14.382495,615.152222,,
14.386147,614.802246,,
14.389798,614.46051,,
14.393449,614.122253,,
14.3971,613.792786,,
14.400752,613.463928,,
14.404404,613.123352,,
14.408054,612.763916,,
14.411706,612.407104,,
14.415358,612.052063,,
14.419008,611.705078,,
14.42266,611.357666,,
14.426311,611.016785,,
14.429962,610.682434,,
14.433614,610.35376,,
14.437265,610.025574,,
14.440916,609.696106,,
14.444568,609.370117,,
14.448219,609.044006,,
14.45187,608.726135,,
14.455522,608.40802,,
14.459173,608.091858,,
14.462824,607.782349,,
14.466475,607.484192,,
14.470127,607.19104,,
14.473778,606.884583,,
14.477429,606.569824,,
14.481081,606.232849,,
14.484732,605.89801,,
14.488383,605.556519,,
14.492035,605.216858,,
14.495686,604.881531,,
14.499337,604.557739,,
14.502989,604.240906,,
14.506639,603.928284,,
14.510291,603.611633,,
14.513943,603.274292,,
14.517593,602.930603,,
14.521245,602.593079,,
14.524897,602.267212,,
14.528547,601.944946,,
14.532199,601.624756,,
14.535851,601.315491,,
14.539501,601.008545,,
14.543153,600.706482,,
14.546804,600.400208,,
14.550455,600.10376,,
14.554107,599.80127,,
14.557758,599.494629,,
14.561409,599.184326,,
14.565061,598.885437,,
14.568712,598.585815,,
14.572363,598.294922,,
14.576015,598.01355,,
14.579666,597.726746,,
14.583317,597.432312,,
14.586968,597.116882,,
14.59062,596.801636,,
14.594271,596.482605,,
14.597922,596.159851,,
14.601574,595.828247,,
14.605225,595.518433,,
14.608876,595.21106,,
14.612528,594.910461,,
14.616179,594.604431,,
14.61983,594.294373,,
14.623482,593.976318,,
14.627133,593.649292,,
14.630784,593.326843,,
14.634436,593.010376,,
14.638087,592.699097,,
14.641738,592.396484,,
14.64539,592.108398,,
14.649041,591.830078,,
14.652692,591.552124,,
14.656343,591.277283,,
14.659995,591.005188,,
14.663646,590.736511,,
14.667297,590.466064,,
14.670949,590.211731,,
14.6746,589.9552,,
14.678251,589.705627,,
14.681903,589.466736,,
14.685554,589.230774,,
14.689205,588.983521,,
14.692857,588.705322,,
14.696507,588.414551,,
14.700159,588.121521,,
14.703811,587.831421,,
14.707461,587.527588,,
14.711113,587.239502,,
14.714765,586.953674,,
14.718415,586.671631,,
14.722067,586.383972,,
14.725718,586.094666,,
14.729369,585.779236,,
14.733021,585.454895,,
14.736672,585.140564,,
14.740323,584.828857,,
14.743975,584.523376,,
14.747626,584.222168,,
14.751277,583.939636,,
14.754929,583.680298,,
14.75858,583.433411,,
14.762231,583.185181,,
14.765882,582.937683,,
14.769534,582.681946,,
14.773185,582.417358,,
14.776836,582.150146,,
14.780488,581.895325,,
14.784139,581.646423,,
14.78779,581.412781,,
14.791442,581.192871,,
14.795093,580.967163,,
14.798744,580.726929,,
14.802396,580.480408,,
14.806046,580.226929,,
14.809698,579.970032,,
14.81335,579.700134,,
14.817,579.429199,,
14.820652,579.162415,,
14.824304,578.897522,,
14.827954,578.629578,,
14.831606,578.368469,,
14.835258,578.092529,,
14.838908,577.813904,,
14.84256,577.536194,,
14.846211,577.259033,,
14.849863,576.986511,,
14.853514,576.716125,,
14.857165,576.448425,,
14.860817,576.184143,,
14.864468,575.925964,,
14.868119,575.666321,,
14.871771,575.408508,,
14.875422,575.156006,,
14.879073,574.908142,,
14.882725,574.663635,,
14.886375,574.422791,,
14.890027,574.178284,,
14.893679,573.942383,,
14.897329,573.722473,,
14.900981,573.500305,,
14.904633,573.262939,,
14.908283,573.010132,,
14.911935,572.748657,,
14.915586,572.481262,,
14.919237,572.211243,,
14.922889,571.94281,,
14.92654,571.680847,,
14.930191,571.421082,,
14.933843,571.166016,,
14.937494,570.911499,,
14.941145,570.648743,,
14.944797,570.363403,,
14.948448,570.086365,,
14.952099,569.820496,,
14.95575,569.552307,,
14.959402,569.285767,,
14.963053,569.022034,,
14.966704,568.764893,,
14.970356,568.512634,,
14.974007,568.264343,,
14.977658,568.014587,,
14.98131,567.771729,,
14.984961,567.537659,,
14.988612,567.298523,,
14.992264,567.066162,,
14.995914,566.833496,,
14.999566,566.602356,,
15.003218,566.38147,,
15.006868,566.165161,,
15.01052,565.942505,,
15.014172,565.713745,,
15.017822,565.476807,,
15.021474,565.227356,,
15.025126,564.977234,,
15.028776,564.719971,,
15.032428,564.46759,,
15.036079,564.221313,,
15.03973,563.977356,,
15.043382,563.727478,,
15.047033,563.470032,,
15.050684,563.198059,,
15.054336,562.928101,,
15.057987,562.661743,,
15.061638,562.397522,,
15.065289,562.130981,,
15.068941,561.868713,,
15.072593,561.614441,,
15.076243,561.355469,,
15.079895,561.100952,,
15.083547,560.844055,,
15.087197,560.589783,,
15.090849,560.337524,,
15.094501,560.086365,,
15.098151,559.842834,,
15.101803,559.610535,,
15.105454,559.385193,,
15.109105,559.165039,,
15.112757,558.948792,,
15.116408,558.722778,,
15.120059,558.488037,,
15.123711,558.244019,,
15.127362,558.000732,,
15.131013,557.754639,,
15.134665,557.494751,,
15.138316,557.23877,,
15.141967,556.99231,,
15.145618,556.753662,,
15.14927,556.513733,,
15.152921,556.270508,,
15.156572,556.020752,,
15.160224,555.756958,,
15.163875,555.494568,,
15.167526,555.233215,,
15.171178,554.973938,,
15.174829,554.722595,,
15.17848,554.475342,,
15.182132,554.232727,,
15.185782,553.992981,,
15.189434,553.746094,,
15.193086,553.499939,,
15.196736,553.261841,,
15.200388,553.026794,,
15.20404,552.787781,,
15.20769,552.557617,,
15.211342,552.328247,,
15.214993,552.115601,,
15.218644,551.905884,,
15.222296,551.69458,,
15.225947,551.47522,,
15.229598,551.244446,,
15.23325,551.006531,,
15.236901,550.754944,,
15.240552,550.498413,,
15.244204,550.235474,,
15.247855,549.979553,,
15.251506,549.731201,,
15.255157,549.485168,,
15.258809,549.233154,,
15.26246,548.96698,,
15.266111,548.69458,,
15.269763,548.421143,,
15.273414,548.149597,,
15.277065,547.878967,,
15.280717,547.615051,,
15.284368,547.358215,,
15.288019,547.101746,,
15.291671,546.839905,,
15.295322,546.583862,,
15.298973,546.332703,,
15.302625,546.091492,,
15.306276,545.854187,,
15.309927,545.618469,,
15.313579,545.385864,,
15.31723,545.160889,,
15.320881,544.940125,,
15.324533,544.740295,,
15.328184,544.540894,,
15.331835,544.326904,,
15.335486,544.111755,,
15.339138,543.882019,,
15.342789,543.644165,,
15.34644,543.404114,,
15.350092,543.158936,,
15.353743,542.931396,,
